민원 내용	담당부서
"바쁜 업무에 노고가 크신걸 잘 압니다.
삼한의 입주 시작으로 삼한 인근 통학로에도 크고 작은 변화들이 생겨
아이들의 교통안전에 신경이 쓰이는 것이 사실입니다.
일 예로 부곡초 인근 (구)행복한외과 건물 뒷편 사거리에 노란 신호등이 생겼더라구요.
크고 작은 사고들이 있던 자리라 다행이다 싶은데 이 신호등이 생기고 보니
다른 통학로의 신호등과 차이가 나서 걱정입니다. 대신빌라 앞 횡단보도는
통학량이 많은 자리의 신호등인데 묻히는 것 같습니다.
안그래도 등.하교시 가변신호등이라는 특징 때문에 신호위반 되는 경우가 왕왕 발생하는 구역이라서요.
방학동안 아이들 방과후 수업으로 왔다갔다하다보니 위반 차량이 더 자주 보이는건지...
얽히고 설킨 전기줄이 문제라면 기둥만이라도 새로 생긴 신호등과 같은 노란색으로 칠해주셨으면 합니다.
시니어분들의 봉사시간 중에도 신호가 바뀐걸 보지 못하거나 해서 위반하는 차량들이 있는데 하교시간이
일정하지 않은 학생들의 안전이 걱정됩니다.

※ 첨부파일 :
20210901_082449.jpg
20210901_082445.jpg"	경제환경국 공원녹지과
"노고가 많으십니다. 장전동 래미안장전 아파트 외곽 산책로 조경수 조성해 놓은 곳(사진1 보라색 색칠해 놓은 부근)에 오래전부터 조경 지지목을 군데군데 많이 쌓아 놓았던데.. 수거는 안해 가는지 모르겠네요. 산책 시 미관상에도 안좋고, 지나가는 행인들이 온갖 쓰레기(테이크아웃 포장지나 플라스틱 케이스 등)을 버리고 가던데.. 수거 부탁드립니다.

※ 첨부파일 :
1.jpg
래미안장전 주변.png
2.jpg"	안전도시국 건축과
"인도 잡초가 너무많아 통행에 방해됩니다

※ 첨부파일 :
20210823_113738.jpg"	안전도시국 안전관리과
"금정산장에 8월28일 낮 두시경 밥먹으러 가다가 그 앞에 공사중인 보행도로에 발이 빠졌습니다
부주의로 빠진게 아니고 부분부분 구멍이 있는데 그 위에 그냥 천으로 덮어놔서 안보이니까 그냥 걷다가 빠졌습니다
음식점에 물어보니 비가 많이와서 보수공사를 하는 중이라고 하던데
빠른 처리를 하거나 적어도 사람이 구멍이 있으면 피해갈수 있게 해줘여하는거 아닌가요?
다른사람들 다치지 않게 조치 취해주시길 바랍니다
그리고 치료비 부탁합니다

※ 첨부파일 :
B715EB0D-A5C7-44EE-A87C-EF19E2F65B17.jpeg
879350A1-93A9-43FE-BF52-1EB846F67B4D.jpeg"	문화복지국 문화관광과
"1. 2021년 8월 18일 불결지 청결 명령 사전예고 통지서를 받았습니다.

2. 사유지라 직접 치워야 한다고 합니다.

3. 사진을 찍으신 주무관님께서 보셨겠지만 길가에 있는 비좁은 공간에 만들어진 집입니다.

4. 쓰레기 무단투기에 대한 경고문이 붙어있고, 굵은 철사로 들어가지 못하게 막아놓았지만
굵은 철사는 한쪽으로 치워져 쓰레기가 계속 쌓이고 있습니다.

5. 세를 내놓았지만 세가 안나가서 1년 넘게 비워져 있어
이렇게 쓰레기가 많이 쌓이고 있는지 몰랐습니다.
빈집이 많다보니 주변에도 곳곳에 쓰레기 무단투기가 많은 실정입니다.
사람들이 무단침입하여 쓰레기 무단투기를 하고 있는데
그걸 토지소유자란 이유로 깨끗이 치우라고 하니 분통이 터집니다.

6. 이리저리 알아보니 그곳 통장님께서는 마을사람들이 버린 쓰레기여서
구청에서 청소를 바라는 의미로 신고를 했다고 하십니다.
과태료 부과에 앞서 쓰레기 투기를 막는게 우선이라 생각합니다.

구청에서는 사전에 일말에 고지도 없이 민원이 들어 왔다는 이유로 이렇게 2주라는 _은 기간을 정해
개인에게 과태료부과라는 협박을 하는데 어떻게 이해를 해야하는지요.

7. 청소업체에서는 60만원을 제시하였고,
부곡동에 거주하시는 분과 의논을 하니 이번 한번뿐이면 청소를 한다고 하나
계속해서 무단투기를 할 껀데 그때마다 청소를 할꺼냐고 오히려 걱정을 해주고 있는 실정입니다.
cctv를 문의드렸을때 한집만을 위해서는 해줄수 없다고 하셨는데, 그럼 저희는 계속 청소하러 가야 하는건지요.

8. 공문에 적힌 '귀하께서 소유하고 있는 부지'에 대한 생활폐기물 처리 의무는 강조하셨기에
-무단침입까지 하면서- 쓰레기 무단투기를 하는 주민들에 대한 단속의무를 진 구청의 대책에 관한 답변을 요구합니다.

※ 첨부파일 :
쇠사슬.JPG
경고문.JPG
청소실시사진.hwp"	금정도서관
"안녕하세요
금정구 주민입니다. 운동하느라 온천천을 이용하다 보면
장전지하철 근처 인라인 타는 곳 주변에 긴 의자가 2개가 있는데
한 개는 흔들흔들 합니다.
남쪽으로 빈 공간에 긴 의자를 여러개 4~5개정도 더 만들어주시면
감사하겠습니다."	안전도시국 도시관리과
"금정구 회동동 SK CNG 가스충전소 옆 Y자 도로 앞 건널목 및 동진택시회사 출입구 원상복구 시정조치 바랍니다.
회사근무한지 12년째로 하루에도 교통량이 많은 곳으로 Y자 도로 앞 건널목이 죄회전하는차와 직진하는차로 하루하루 조마조마하게 건넙니다.
예전에는 건널목이 Y자도로 안쪽에 있었는데 얼마전 건널목 옆에 동진택시회사 벽을 허물고 출입구를 만들고 건널목위치를 Y자도로 더 근접하게 도색을 한 상태입니다. 출입구로 허가를 내준 구청에서는 이런 문제도 파악을 하지도 않고 허가를 내주시는겁니까?
건너다니기가 무섭고, 안전에 위협을 느낍니다. 택시회사에서 차가나오고, 직진하는 차, 죄회전하는차 만나는 목에 건널목위치 변경 및 택시회사 출입구 허가 참으로 화가납니다.

예전처럼 원상복구 시정조치 바랍니다.
개선이 아니되면 후속 조치 들어가겠습니다.

※ 첨부파일 :
20210827_123114.jpg"	경제환경국 환경위생과
"저희가게 옆 아파트 공사가 한참입니다.. 빨리 끝냈으면 하는 바람으로 참고 참았는데 지금은 도저히 참을수가 없네요
큰차들이 가게앞을 지날때마다 건물이 흔들려요 건물에 흔들리는지 가게문이 잘닫히지도 안아요. 먼지도 너무 심해서 밖을 나갈수도 없고오늘은
주요도로가 훼손될 정도로 큰차들이 들어와요 도로가 파손될정도로 큰차들이 다녀가면 저는 가게안에서 차가 옆으로 기울어져서 가게를 덮칠가 너무 무서워요
큰차 바퀴가 나가지 못해 공회전을 해서 옆으로 넘어질까 밖으로 피한적도 있어요
건설 현장에 말을 했지만 어쩔수없다는말밖에 안해요
제발 어떻게좀 해주세요.. 제발 부탁드립니다.
사진은 8월3일과 오늘 사진을 비교해 놓은겁니다..그전에는 저희가게쪽 아무문제 없었는데 큰차가 다니면서 가게앞 주차장에있는 콘크리트가자꾸 깨져요 ㅜㅜ 먼지도 심합니다.물도 뿌리지 안는것 같아요.

※ 첨부파일 :
주도로.jpg
도로.jpg
KakaoTalk_20210827_133726862.jpg"	경제환경국 공원녹지과
"연일 업무에 수고 많으십니다.

금정구 서부로 58번길5입구 영진애드와 요양병원사이 소방도로의 방지턱설치공사로 인해 우천시 비가 역류하여
옆 건물의 침수에 영향을 미치고 있어 경찰서에 요청하였는바 이에 경찰서의 답변상 2021년 7월23일에 와서 금정구청 건설과에 측구높이조정도 또는 고원식을 일반형으로 변경등 검토중이라하셔서 기다렸는데 아직 처리가 돼지않고 있습니다
이번 폭우로 인해 또 본건물1층이 2번이나 침수돼는일이 발생 했습니다.

같은 민원을 계속 넣게 돼어 마음이 편하지 않습니다.
하루빨리 민원을 해결하여 주시길 바래봅니다."	안전도시국 도시관리과
"선동 939와 선동 1046 사이에 시도로 골목길이 놓여있습니다
그런데 선동 939에서 이 시도로를 사유화하여 점용하며 자신의 담을 쳐놓은 상태입니다
그래서 1046의 사유지일부를 주민들이 도로로 사용하던중
1046주인이 구청에 민원을 제기하다가 지친 나머지
이제는 자신의 차로 공공도로를 아예 막아놓고
아무런 관계가 없는 주민들 조차 도로를 이용하지 못하게 하고 있습니다

1046이 자신의 토지에 차를 막아두고 있는건
당연한 자신의 권리라고 여겨져서 이해가 되기도 합니다
다만 주민들이 세금내고 자유로이 다닐수 있는 공공도로를
두 토지주인들의 개인적인 문제로 인해 발생한 공공도로 개인점용의 불합리함을
관할구청에서 수동적인 자세로 행정처리를 차일필 미루면서
이제는 해결기미가 안보여 주민으로서 이제는 화가 나네요

수차례 전화민원을 제기하고 불편함을 호소하였으나
처리중이며 중재중이라는 답변이 벌써 1년이 다 되어갑니다

엄연히 공공도로를 두고도 939의 공공도로 개인점용으로 인해
주민들은 집수리를 위한 봉고차와
자가용을 집앞까지 세울수 없어서 큰길에 주차하며
무거운 물건들을 직접 도로에서 져다 날라야 하는 불편한 상황의 연속입니다

관할구청에서 공공도로 사용권리를 관리하고 정리하지않는탓에
애꿎은 다수의 주민들만 불편하기 이루 말할수 없습니다

이 사안에 대하여 금정구청의 직무유기로 인한 고발장을 준비중입니다
지금까지도 오래 걸렸으니 하루빨리 이문제해결에 박차를 가해주세요"	안전도시국 도시관리과
"안녕하세요. 8월 17일 민원 신청한 건에 대한 답변 잘 받았습니다.

답변하신 내용에 대한 입장 :

나. 하수관로 공사와 관련하여 해당 펌프장은 주민들의 동의를 받아 설치하였으며

-가족에게 확인해보니 어머니가 정화조 설치에는 동의를 하였습니다만, 공사 일정 및 상세 설명은 사전에 들은바가 전혀 없음을 확인했습니다.해당 문제가 발생할것을 미리 알았다면 동의하지 않았을 것입니다.
(설치 기계의 크기 ,기계 작동 시간 및 매 작동시 소요시간, 이로 파생되는 소음 및 진동이 발생할수 있는 문제에 대해 전혀 설명이 없었음)

다. 소음이 저감되는 방안을 강구하여 적극 조치하겠음을 알려드립니다.
- 관련 공무원을 통해 8월말까지 개선해 주기로 약속 하셨다고 전해 들었습니다.
일상생활을 할수 없을정도의 피해 상황이 발생하고 있으니, 약조한 시간을 맞춰서 원천적으로 원인 제거를 꼭 해주시길 간곡히 부탁드립니다.


감사합니다."	구서2동
선동983-1 땅 소유주 입니다. 제땅과 붙어있는 도로 선동1046번지가 있는데 금정구청 건설과는 저에게 우수집접관 및 우수관로을 제 땅에 시공 했습니다. 당연히 제에게 통보나 의견 수렴 조차 하지 않았고 멀정한 선동1046번지 도로 부지는 무시하고 사유지에 무단으로 우수관 공사을 하였고 저는 재산상의 유무형의 피해을 보고 있습니다. 금정구청은 즉시 사유지에 설치한 우수관을 바로 붙어있는 도로로 이전하라. 왜 멀정한 도로 부지을 두고 허락도 없이 사유지 우수관로을 설치 합니까? 구청은 무슨 권한으로 사유재산을 무단으로 침해 합니까?	구서2동
"동일고충민원여부
동일고충민원여부 : 선행민원번호 : 202108121928589740 선행민원상세조회"	행정지원국 민원여권과
"이번 태풍으로 본인의 카페가 침수되었습니다. 그 과정에서 생겨난 쓰레기들을 정리해서 금정구청에 쓰레기만 가져가달라 부탁했으나 구청 측은 지금 점심시간이고 담당자가 없으니 기다리면 구청에서 전화하겠다를 들었고 기다리다 기다리다 다시 구청에 전화했으나 이젠 기다리라는 말 대신 안된다. 개인이 알아서 폐기물 업체를 불러서 치워라는 말을 들었습니다. 결국 저희가 직접 철거 업체를 불러 이 많은 쓰레기를 버렸습니다.

하수도 공사를 제대로 하지 않아 하수도에서 넘쳐난 물들로 저희 가게는 물론 다른 옆 가게까지 침수되었고 저희 옆가게 또한 엄청난 피해를 입고 있는 거로 알고 있습니다. 이번 침수로 인해 진흙으로 더러워진 도로까지 저희가 다 치웠습니다. 오늘 장사를 못하는 건 물론이거니와 내일까지도 다 치울 수 있을지 의문이며, 코로나로 장사는 장사대로 못하게 하면서 큰 태풍도 아닌 소형 태풍에 가게가 침수되어 침수로 인한 쓰레기만이라도 가져가달라는 부탁도 들어주지 않는 이 사태가 너무 원통하고 참 답답합니다. 살기 좋은 금정구라더니 ㅋㅋㅋ 기가 차네요. 이러다가 더 큰 비와 더 큰 재난이 왔을 때 제대로 대처해줄 지가 의문입니다.

침수로 인한 쓰레기까지 '개인'이 치우는 게 맞습니까.

※ 첨부파일 :
C1517F95-2AD3-4594-951C-87D5D7FE5DF6.jpeg"	안전도시국 도시관리과
